,name,characters,type,json,len
280,Al-Had Me at Hello,"grandmother,preacher,snake_charmer,gambler,innkeeper,chambermaid,seamstress,slayer,fisherman,professor,cannibal,ravenkeeper,mayor,amnesiac,goon,barber,tinker,klutz,drunk,godfather,poisoner,assassin,goblin,scarlet_woman,al-hadikhia,spirit_of_ivory",full,"[{""id"": ""_meta"", ""name"": ""Al-Had Me at Hello v1.1""}, {""id"": ""grandmother""}, {""id"": ""preacher""}, {""id"": ""snake_charmer""}, {""id"": ""gambler""}, {""id"": ""innkeeper""}, {""id"": ""chambermaid""}, {""id"": ""seamstress""}, {""id"": ""slayer""}, {""id"": ""fisherman""}, {""id"": ""professor""}, {""id"": ""cannibal""}, {""id"": ""ravenkeeper""}, {""id"": ""mayor""}, {""id"": ""amnesiac""}, {""id"": ""goon""}, {""id"": ""barber""}, {""id"": ""tinker""}, {""id"": ""klutz""}, {""id"": ""drunk""}, {""id"": ""godfather""}, {""id"": ""poisoner""}, {""id"": ""assassin""}, {""id"": ""goblin""}, {""id"": ""scarlet_woman""}, {""id"": ""al-hadikhia""}, {""id"": ""spirit_of_ivory""}]",26
281,Seeking Asylum,"lycanthrope,oracle,magician,fisherman,fool,tea_lady,clockmaker,farmer,chambermaid,balloonist,empath,mathematician,lunatic,sweetheart,snitch,drunk,scarlet_woman,poisoner,widow,devils_advocate,fang_gu,imp,no_dashii,lleech,sentinel",full,"[{""id"": ""_meta"", ""name"": ""Seeking Asylum"", ""author"": ""P'ter""}, {""id"": ""lycanthrope""}, {""id"": ""oracle""}, {""id"": ""magician""}, {""id"": ""fisherman""}, {""id"": ""fool""}, {""id"": ""tea_lady""}, {""id"": ""clockmaker""}, {""id"": ""farmer""}, {""id"": ""chambermaid""}, {""id"": ""balloonist""}, {""id"": ""empath""}, {""id"": ""mathematician""}, {""id"": ""lunatic""}, {""id"": ""sweetheart""}, {""id"": ""snitch""}, {""id"": ""drunk""}, {""id"": ""scarlet_woman""}, {""id"": ""poisoner""}, {""id"": ""widow""}, {""id"": ""devils_advocate""}, {""id"": ""fang_gu""}, {""id"": ""imp""}, {""id"": ""no_dashii""}, {""id"": ""lleech""}, {""id"": ""sentinel""}]",25
282,...Make Your Choice,"clockmaker,librarian,dreamer,sailor,snake_charmer,gambler,innkeeper,town_crier,huntsman,nightwatchman,philosopher,ravenkeeper,tea_lady,goon,acrobat,damsel,golem,godfather,devils_advocate,poisoner,evil_twin,pukka,imp,lleech",full,"[{""id"": ""_meta"", ""name"": ""...Make Your Choice"", ""author"": ""Sean Birby""}, {""id"": ""clockmaker""}, {""id"": ""librarian""}, {""id"": ""dreamer""}, {""id"": ""sailor""}, {""id"": ""snake_charmer""}, {""id"": ""gambler""}, {""id"": ""innkeeper""}, {""id"": ""town_crier""}, {""id"": ""huntsman""}, {""id"": ""nightwatchman""}, {""id"": ""philosopher""}, {""id"": ""ravenkeeper""}, {""id"": ""tea_lady""}, {""id"": ""goon""}, {""id"": ""acrobat""}, {""id"": ""damsel""}, {""id"": ""golem""}, {""id"": ""godfather""}, {""id"": ""devils_advocate""}, {""id"": ""poisoner""}, {""id"": ""evil_twin""}, {""id"": ""pukka""}, {""id"": ""imp""}, {""id"": ""lleech""}]",24
283,It's All in the Execution,"pixie,noble,librarian,empath,gambler,flowergirl,town_crier,undertaker,virgin,mayor,alchemist,magician,amnesiac,butler,golem,mutant,drunk,cerenovus,witch,goblin,organ_grinder,pukka,imp,po,vortox,beggar,apprentice,scapegoat,voudon,bishop,bureaucrat,sentinel",full,"[{""id"": ""_meta"", ""name"": ""It's All in the Execution v1.1"", ""author"": ""Kinky Joe""}, {""id"": ""pixie""}, {""id"": ""noble""}, {""id"": ""librarian""}, {""id"": ""empath""}, {""id"": ""gambler""}, {""id"": ""flowergirl""}, {""id"": ""town_crier""}, {""id"": ""undertaker""}, {""id"": ""virgin""}, {""id"": ""mayor""}, {""id"": ""alchemist""}, {""id"": ""magician""}, {""id"": ""amnesiac""}, {""id"": ""butler""}, {""id"": ""golem""}, {""id"": ""mutant""}, {""id"": ""drunk""}, {""id"": ""cerenovus""}, {""id"": ""witch""}, {""id"": ""goblin""}, {""id"": ""organ_grinder""}, {""id"": ""pukka""}, {""id"": ""imp""}, {""id"": ""po""}, {""id"": ""vortox""}, {""id"": ""beggar""}, {""id"": ""apprentice""}, {""id"": ""scapegoat""}, {""id"": ""voudon""}, {""id"": ""bishop""}, {""id"": ""bureaucrat""}, {""id"": ""sentinel""}]",32
284,Close Shave,"balloonist,general,fortune_teller,town_crier,innkeeper,seamstress,professor,gossip,savant,soldier,alchemist,magician,farmer,barber,moonchild,tinker,drunk,psychopath,fearmonger,organ_grinder,pit-hag,fang_gu,imp,po,shabaloth",full,"[{""id"": ""_meta"", ""name"": ""Close Shave v1.1"", ""author"": ""Kinky Joe""}, {""id"": ""balloonist""}, {""id"": ""general""}, {""id"": ""fortune_teller""}, {""id"": ""town_crier""}, {""id"": ""innkeeper""}, {""id"": ""seamstress""}, {""id"": ""professor""}, {""id"": ""gossip""}, {""id"": ""savant""}, {""id"": ""soldier""}, {""id"": ""alchemist""}, {""id"": ""magician""}, {""id"": ""farmer""}, {""id"": ""barber""}, {""id"": ""moonchild""}, {""id"": ""tinker""}, {""id"": ""drunk""}, {""id"": ""psychopath""}, {""id"": ""fearmonger""}, {""id"": ""organ_grinder""}, {""id"": ""pit-hag""}, {""id"": ""fang_gu""}, {""id"": ""imp""}, {""id"": ""po""}, {""id"": ""shabaloth""}]",25
285,Well I didn't vote for you!,"grandmother,pixie,balloonist,king,chambermaid,snake_charmer,gambler,professor,seamstress,ravenkeeper,cannibal,choirboy,mayor,recluse,mutant,barber,drunk,godfather,widow,cerenovus,goblin,pukka,lil_monsta,shabaloth,po",full,"[{""id"": ""_meta"", ""name"": ""Well I didn't vote for you! 2""}, {""id"": ""grandmother""}, {""id"": ""pixie""}, {""id"": ""balloonist""}, {""id"": ""king""}, {""id"": ""chambermaid""}, {""id"": ""snake_charmer""}, {""id"": ""gambler""}, {""id"": ""professor""}, {""id"": ""seamstress""}, {""id"": ""ravenkeeper""}, {""id"": ""cannibal""}, {""id"": ""choirboy""}, {""id"": ""mayor""}, {""id"": ""recluse""}, {""id"": ""mutant""}, {""id"": ""barber""}, {""id"": ""drunk""}, {""id"": ""godfather""}, {""id"": ""widow""}, {""id"": ""cerenovus""}, {""id"": ""goblin""}, {""id"": ""pukka""}, {""id"": ""lil_monsta""}, {""id"": ""shabaloth""}, {""id"": ""po""}]",25
286,...Now You Don't,"noble,investigator,grandmother,bounty_hunter,pixie,empath,dreamer,town_crier,oracle,engineer,alchemist,farmer,magician,recluse,drunk,moonchild,lunatic,witch,evil_twin,pit-hag,assassin,marionette,lil_monsta,vortox,legion,matron,butcher,bureaucrat,scapegoat,bone_collector,harlot,djinn,sentinel",full,"[{""id"": ""_meta"", ""name"": ""NowYouDon't3""}, {""id"": ""noble""}, {""id"": ""investigator""}, {""id"": ""grandmother""}, {""id"": ""bounty_hunter""}, {""id"": ""pixie""}, {""id"": ""empath""}, {""id"": ""dreamer""}, {""id"": ""town_crier""}, {""id"": ""oracle""}, {""id"": ""engineer""}, {""id"": ""alchemist""}, {""id"": ""farmer""}, {""id"": ""magician""}, {""id"": ""recluse""}, {""id"": ""drunk""}, {""id"": ""moonchild""}, {""id"": ""lunatic""}, {""id"": ""witch""}, {""id"": ""evil_twin""}, {""id"": ""pit-hag""}, {""id"": ""assassin""}, {""id"": ""marionette""}, {""id"": ""lil_monsta""}, {""id"": ""vortox""}, {""id"": ""legion""}, {""id"": ""matron""}, {""id"": ""butcher""}, {""id"": ""bureaucrat""}, {""id"": ""scapegoat""}, {""id"": ""bone_collector""}, {""id"": ""harlot""}, {""id"": ""djinn""}, {""id"": ""sentinel""}]",33
287,In the Shadow of the Colossus,"washerwoman,librarian,preacher,mathematician,snake_charmer,savant,amnesiac,juggler,artist,fisherman,seamstress,philosopher,magician,virgin,snitch,goon,puzzlemaster,mutant,drunk,poisoner,cerenovus,pit-hag,baron,goblin,leviathan",full,"[{""id"": ""_meta"", ""name"": ""In the shadow of the colossus"", ""author"": ""Nashable""}, {""id"": ""washerwoman""}, {""id"": ""librarian""}, {""id"": ""preacher""}, {""id"": ""mathematician""}, {""id"": ""snake_charmer""}, {""id"": ""savant""}, {""id"": ""amnesiac""}, {""id"": ""juggler""}, {""id"": ""artist""}, {""id"": ""fisherman""}, {""id"": ""seamstress""}, {""id"": ""philosopher""}, {""id"": ""magician""}, {""id"": ""virgin""}, {""id"": ""snitch""}, {""id"": ""goon""}, {""id"": ""puzzlemaster""}, {""id"": ""mutant""}, {""id"": ""drunk""}, {""id"": ""poisoner""}, {""id"": ""cerenovus""}, {""id"": ""pit-hag""}, {""id"": ""baron""}, {""id"": ""goblin""}, {""id"": ""leviathan""}]",25
288,Minions on Parade,"alchemist,chef,investigator,librarian,chambermaid,fortune_teller,dreamer,gossip,artist,engineer,professor,slayer,amnesiac,drunk,golem,lunatic,recluse,cerenovus,goblin,mezepheles,psychopath,witch,fang_gu,lil_monsta,vortox",full,"[{""id"": ""_meta"", ""name"": ""Minions On Parade"", ""author"": ""ParkerHi""}, {""id"": ""alchemist""}, {""id"": ""chef""}, {""id"": ""investigator""}, {""id"": ""librarian""}, {""id"": ""chambermaid""}, {""id"": ""fortune_teller""}, {""id"": ""dreamer""}, {""id"": ""gossip""}, {""id"": ""artist""}, {""id"": ""engineer""}, {""id"": ""professor""}, {""id"": ""slayer""}, {""id"": ""amnesiac""}, {""id"": ""drunk""}, {""id"": ""golem""}, {""id"": ""lunatic""}, {""id"": ""recluse""}, {""id"": ""cerenovus""}, {""id"": ""goblin""}, {""id"": ""mezepheles""}, {""id"": ""psychopath""}, {""id"": ""witch""}, {""id"": ""fang_gu""}, {""id"": ""lil_monsta""}, {""id"": ""vortox""}]",25
289,Beauty and the Beasts Extended Cut,"clockmaker,librarian,noble,lycanthrope,huntsman,farmer,empath,seamstress,juggler,chambermaid,fool,tea_lady,minstrel,lunatic,damsel,recluse,drunk,poisoner,devils_advocate,fearmonger,godfather,pukka,imp,no_dashii,lil_monsta",full,"[{""id"": ""_meta"", ""name"": ""Beauty and the Beasts Extended Cut v1"", ""author"": ""LivFreeOrPie / Bill Pz""}, {""id"": ""clockmaker""}, {""id"": ""librarian""}, {""id"": ""noble""}, {""id"": ""lycanthrope""}, {""id"": ""huntsman""}, {""id"": ""farmer""}, {""id"": ""empath""}, {""id"": ""seamstress""}, {""id"": ""juggler""}, {""id"": ""chambermaid""}, {""id"": ""fool""}, {""id"": ""tea_lady""}, {""id"": ""minstrel""}, {""id"": ""lunatic""}, {""id"": ""damsel""}, {""id"": ""recluse""}, {""id"": ""drunk""}, {""id"": ""poisoner""}, {""id"": ""devils_advocate""}, {""id"": ""fearmonger""}, {""id"": ""godfather""}, {""id"": ""pukka""}, {""id"": ""imp""}, {""id"": ""no_dashii""}, {""id"": ""lil_monsta""}]",25
290,Persian Paranoia,"noble,clockmaker,librarian,empath,sailor,chambermaid,king,dreamer,gossip,seamstress,tea_lady,choirboy,cannibal,sweetheart,golem,mutant,tinker,vizier,devils_advocate,godfather,mezepheles,lleech,zombuul,pukka,imp",full,"[{""id"": ""_meta"", ""name"": ""Persian Paranoia"", ""author"": """"}, {""id"": ""noble""}, {""id"": ""clockmaker""}, {""id"": ""librarian""}, {""id"": ""empath""}, {""id"": ""sailor""}, {""id"": ""chambermaid""}, {""id"": ""king""}, {""id"": ""dreamer""}, {""id"": ""gossip""}, {""id"": ""seamstress""}, {""id"": ""tea_lady""}, {""id"": ""choirboy""}, {""id"": ""cannibal""}, {""id"": ""sweetheart""}, {""id"": ""golem""}, {""id"": ""mutant""}, {""id"": ""tinker""}, {""id"": ""vizier""}, {""id"": ""devils_advocate""}, {""id"": ""godfather""}, {""id"": ""mezepheles""}, {""id"": ""lleech""}, {""id"": ""zombuul""}, {""id"": ""pukka""}, {""id"": ""imp""}]",25
291,Cephalopod God,"chef,investigator,librarian,pixie,snake_charmer,fortune_teller,town_crier,undertaker,innkeeper,flowergirl,savant,philosopher,seamstress,barber,drunk,politician,recluse,spy,witch,fearmonger,organ_grinder,marionette,no_dashii,sentinel,djinn",full,"[{""id"": ""_meta"", ""name"": ""Cephalopod God"", ""author"": """"}, {""id"": ""chef""}, {""id"": ""investigator""}, {""id"": ""librarian""}, {""id"": ""pixie""}, {""id"": ""snake_charmer""}, {""id"": ""fortune_teller""}, {""id"": ""town_crier""}, {""id"": ""undertaker""}, {""id"": ""innkeeper""}, {""id"": ""flowergirl""}, {""id"": ""savant""}, {""id"": ""philosopher""}, {""id"": ""seamstress""}, {""id"": ""barber""}, {""id"": ""drunk""}, {""id"": ""politician""}, {""id"": ""recluse""}, {""id"": ""spy""}, {""id"": ""witch""}, {""id"": ""fearmonger""}, {""id"": ""organ_grinder""}, {""id"": ""marionette""}, {""id"": ""no_dashii""}, {""id"": ""sentinel""}, {""id"": ""djinn""}]",25
292,Rank and File,"grandmother,sailor,general,king,town_crier,gambler,gossip,seamstress,huntsman,soldier,pacifist,tea_lady,choirboy,saint,puzzlemaster,damsel,tinker,godfather,devils_advocate,assassin,vizier,no_dashii,po,fang_gu,lleech",full,"[{""id"": ""_meta"", ""name"": ""Rank and File"", ""author"": ""Skateside""}, {""id"": ""grandmother""}, {""id"": ""sailor""}, {""id"": ""general""}, {""id"": ""king""}, {""id"": ""town_crier""}, {""id"": ""gambler""}, {""id"": ""gossip""}, {""id"": ""seamstress""}, {""id"": ""huntsman""}, {""id"": ""soldier""}, {""id"": ""pacifist""}, {""id"": ""tea_lady""}, {""id"": ""choirboy""}, {""id"": ""saint""}, {""id"": ""puzzlemaster""}, {""id"": ""damsel""}, {""id"": ""tinker""}, {""id"": ""godfather""}, {""id"": ""devils_advocate""}, {""id"": ""assassin""}, {""id"": ""vizier""}, {""id"": ""no_dashii""}, {""id"": ""po""}, {""id"": ""fang_gu""}, {""id"": ""lleech""}]",25
293,Pair Up,"investigator,chef,grandmother,pixie,bounty_hunter,king,fortune_teller,town_crier,undertaker,huntsman,philosopher,choirboy,cannibal,butler,damsel,lunatic,puzzlemaster,fearmonger,cerenovus,evil_twin,marionette,lil_monsta,fang_gu,vigormortis,legion",full,"[{""id"": ""_meta"", ""name"": ""Pair Up"", ""author"": ""Skateside""}, {""id"": ""investigator""}, {""id"": ""chef""}, {""id"": ""grandmother""}, {""id"": ""pixie""}, {""id"": ""bounty_hunter""}, {""id"": ""king""}, {""id"": ""fortune_teller""}, {""id"": ""town_crier""}, {""id"": ""undertaker""}, {""id"": ""huntsman""}, {""id"": ""philosopher""}, {""id"": ""choirboy""}, {""id"": ""cannibal""}, {""id"": ""butler""}, {""id"": ""damsel""}, {""id"": ""lunatic""}, {""id"": ""puzzlemaster""}, {""id"": ""fearmonger""}, {""id"": ""cerenovus""}, {""id"": ""evil_twin""}, {""id"": ""marionette""}, {""id"": ""lil_monsta""}, {""id"": ""fang_gu""}, {""id"": ""vigormortis""}, {""id"": ""legion""}]",25
294,疯狂杀戳,"sailor,dreamer,fortune_teller,bounty_hunter,undertaker,monk,town_crier,oracle,lycanthrope,minstrel,tea_lady,sage,poppy_grower,drunk,lunatic,politician,golem,scarlet_woman,witch,devils_advocate,vizier,poisoner,vigormortis,shabaloth,po",full,"[{""id"": ""_meta"", ""name"": ""\u75af\u72c2\u6740\u6233""}, {""id"": ""sailor""}, {""id"": ""dreamer""}, {""id"": ""fortune_teller""}, {""id"": ""bounty_hunter""}, {""id"": ""undertaker""}, {""id"": ""monk""}, {""id"": ""town_crier""}, {""id"": ""oracle""}, {""id"": ""lycanthrope""}, {""id"": ""minstrel""}, {""id"": ""tea_lady""}, {""id"": ""sage""}, {""id"": ""poppy_grower""}, {""id"": ""drunk""}, {""id"": ""lunatic""}, {""id"": ""politician""}, {""id"": ""golem""}, {""id"": ""scarlet_woman""}, {""id"": ""witch""}, {""id"": ""devils_advocate""}, {""id"": ""vizier""}, {""id"": ""poisoner""}, {""id"": ""vigormortis""}, {""id"": ""shabaloth""}, {""id"": ""po""}]",25
295,Watching and Dreaming,"pixie,sailor,balloonist,dreamer,fortune_teller,cult_leader,oracle,monk,amnesiac,nightwatchman,artist,alchemist,ravenkeeper,saint,recluse,mutant,drunk,poisoner,witch,fearmonger,goblin,marionette,lleech,vigormortis,fang_gu",full,"[{""id"": ""_meta"", ""name"": ""Watching and Dreaming"", ""author"": ""Procyon""}, {""id"": ""pixie""}, {""id"": ""sailor""}, {""id"": ""balloonist""}, {""id"": ""dreamer""}, {""id"": ""fortune_teller""}, {""id"": ""cult_leader""}, {""id"": ""oracle""}, {""id"": ""monk""}, {""id"": ""amnesiac""}, {""id"": ""nightwatchman""}, {""id"": ""artist""}, {""id"": ""alchemist""}, {""id"": ""ravenkeeper""}, {""id"": ""saint""}, {""id"": ""recluse""}, {""id"": ""mutant""}, {""id"": ""drunk""}, {""id"": ""poisoner""}, {""id"": ""witch""}, {""id"": ""fearmonger""}, {""id"": ""goblin""}, {""id"": ""marionette""}, {""id"": ""lleech""}, {""id"": ""vigormortis""}, {""id"": ""fang_gu""}]",25
296,Discovered but Distant,"chef,investigator,alchemist,gambler,flowergirl,dreamer,nightwatchman,artist,juggler,philosopher,amnesiac,poppy_grower,atheist,saint,klutz,golem,politician,organ_grinder,psychopath,fearmonger,vizier,leviathan",full,"[{""id"": ""_meta"", ""name"": ""Discovered but Distant 2"", ""author"": ""Leaf""}, {""id"": ""chef""}, {""id"": ""investigator""}, {""id"": ""alchemist""}, {""id"": ""gambler""}, {""id"": ""flowergirl""}, {""id"": ""dreamer""}, {""id"": ""nightwatchman""}, {""id"": ""artist""}, {""id"": ""juggler""}, {""id"": ""philosopher""}, {""id"": ""amnesiac""}, {""id"": ""poppy_grower""}, {""id"": ""atheist""}, {""id"": ""saint""}, {""id"": ""klutz""}, {""id"": ""golem""}, {""id"": ""politician""}, {""id"": ""organ_grinder""}, {""id"": ""psychopath""}, {""id"": ""fearmonger""}, {""id"": ""vizier""}, {""id"": ""leviathan""}]",22
297,Reality Wreck,"chef,bounty_hunter,empath,chambermaid,balloonist,fortune_teller,oracle,undertaker,savant,amnesiac,seamstress,pacifist,sage,atheist,butler,recluse,mutant,drunk,devils_advocate,spy,scarlet_woman,marionette,vortox,legion",full,"[{""id"": ""_meta"", ""name"": ""Reality Wreck"", ""author"": ""Hallow""}, {""id"": ""chef""}, {""id"": ""bounty_hunter""}, {""id"": ""empath""}, {""id"": ""chambermaid""}, {""id"": ""balloonist""}, {""id"": ""fortune_teller""}, {""id"": ""oracle""}, {""id"": ""undertaker""}, {""id"": ""savant""}, {""id"": ""amnesiac""}, {""id"": ""seamstress""}, {""id"": ""pacifist""}, {""id"": ""sage""}, {""id"": ""atheist""}, {""id"": ""butler""}, {""id"": ""recluse""}, {""id"": ""mutant""}, {""id"": ""drunk""}, {""id"": ""devils_advocate""}, {""id"": ""spy""}, {""id"": ""scarlet_woman""}, {""id"": ""marionette""}, {""id"": ""vortox""}, {""id"": ""legion""}]",24
298,Snow White Was Not a Fairy Tale,"noble,librarian,pixie,town_crier,undertaker,exorcist,mathematician,fortune_teller,savant,fisherman,seamstress,tea_lady,poppy_grower,snitch,drunk,lunatic,mutant,devils_advocate,spy,cerenovus,baron,vortox,lleech,pukka",full,"[{""id"": ""_meta"", ""name"": ""Snow White Was Not A Fairy Tale"", ""author"": ""Avery""}, {""id"": ""noble""}, {""id"": ""librarian""}, {""id"": ""pixie""}, {""id"": ""town_crier""}, {""id"": ""undertaker""}, {""id"": ""exorcist""}, {""id"": ""mathematician""}, {""id"": ""fortune_teller""}, {""id"": ""savant""}, {""id"": ""fisherman""}, {""id"": ""seamstress""}, {""id"": ""tea_lady""}, {""id"": ""poppy_grower""}, {""id"": ""snitch""}, {""id"": ""drunk""}, {""id"": ""lunatic""}, {""id"": ""mutant""}, {""id"": ""devils_advocate""}, {""id"": ""spy""}, {""id"": ""cerenovus""}, {""id"": ""baron""}, {""id"": ""vortox""}, {""id"": ""lleech""}, {""id"": ""pukka""}]",24
299,I accidentally killed my demon,"grandmother,bounty_hunter,balloonist,snake_charmer,undertaker,innkeeper,exorcist,gossip,slayer,professor,pacifist,virgin,poppy_grower,acrobat,tinker,klutz,moonchild,psychopath,assassin,boomdandy,vizier,shabaloth,po,al-hadikhia,djinn",full,"[{""id"": ""_meta"", ""name"": ""I accidentally killed my demon"", ""author"": ""Rainycap""}, {""id"": ""grandmother""}, {""id"": ""bounty_hunter""}, {""id"": ""balloonist""}, {""id"": ""snake_charmer""}, {""id"": ""undertaker""}, {""id"": ""innkeeper""}, {""id"": ""exorcist""}, {""id"": ""gossip""}, {""id"": ""slayer""}, {""id"": ""professor""}, {""id"": ""pacifist""}, {""id"": ""virgin""}, {""id"": ""poppy_grower""}, {""id"": ""acrobat""}, {""id"": ""tinker""}, {""id"": ""klutz""}, {""id"": ""moonchild""}, {""id"": ""psychopath""}, {""id"": ""assassin""}, {""id"": ""boomdandy""}, {""id"": ""vizier""}, {""id"": ""shabaloth""}, {""id"": ""po""}, {""id"": ""al-hadikhia""}, {""id"": ""djinn""}]",25
300,Why can't you just die!,"pixie,sailor,monk,lycanthrope,amnesiac,courtier,soldier,fool,pacifist,tea_lady,magician,poppy_grower,minstrel,snitch,goon,moonchild,lunatic,godfather,devils_advocate,mastermind,vizier,lleech,po,zombuul,riot,doomsayer,djinn",full,"[{""id"": ""_meta"", ""name"": ""Why can't you just die!"", ""author"": ""Rainycap""}, {""id"": ""pixie""}, {""id"": ""sailor""}, {""id"": ""monk""}, {""id"": ""lycanthrope""}, {""id"": ""amnesiac""}, {""id"": ""courtier""}, {""id"": ""soldier""}, {""id"": ""fool""}, {""id"": ""pacifist""}, {""id"": ""tea_lady""}, {""id"": ""magician""}, {""id"": ""poppy_grower""}, {""id"": ""minstrel""}, {""id"": ""snitch""}, {""id"": ""goon""}, {""id"": ""moonchild""}, {""id"": ""lunatic""}, {""id"": ""godfather""}, {""id"": ""devils_advocate""}, {""id"": ""mastermind""}, {""id"": ""vizier""}, {""id"": ""lleech""}, {""id"": ""po""}, {""id"": ""zombuul""}, {""id"": ""riot""}, {""id"": ""doomsayer""}, {""id"": ""djinn""}]",27
301,The Thing,"investigator,chef,bounty_hunter,snake_charmer,undertaker,gossip,savant,amnesiac,artist,slayer,soldier,farmer,virgin,goon,tinker,sweetheart,politician,mezepheles,evil_twin,boomdandy,marionette,lil_monsta,lleech,fang_gu,legion,djinn",full,"[{""id"": ""_meta"", ""name"": ""The Thing"", ""author"": ""Rainycap""}, {""id"": ""investigator""}, {""id"": ""chef""}, {""id"": ""bounty_hunter""}, {""id"": ""snake_charmer""}, {""id"": ""undertaker""}, {""id"": ""gossip""}, {""id"": ""savant""}, {""id"": ""amnesiac""}, {""id"": ""artist""}, {""id"": ""slayer""}, {""id"": ""soldier""}, {""id"": ""farmer""}, {""id"": ""virgin""}, {""id"": ""goon""}, {""id"": ""tinker""}, {""id"": ""sweetheart""}, {""id"": ""politician""}, {""id"": ""mezepheles""}, {""id"": ""evil_twin""}, {""id"": ""boomdandy""}, {""id"": ""marionette""}, {""id"": ""lil_monsta""}, {""id"": ""lleech""}, {""id"": ""fang_gu""}, {""id"": ""legion""}, {""id"": ""djinn""}]",26
